APY,APY_BASE,APY_REWARD,TVL,DATE
3.01447,3.01447,,2058776884,2023-09-25T23:01:24.609Z
3.37419,3.37419,,2056970887,2023-09-26T23:01:53.245Z
3.26433,3.26433,,2067278578,2023-09-27T23:01:19.103Z
3.21211,3.21211,,2137476340,2023-09-28T23:01:20.971Z
3.36652,3.36652,,2158984638,2023-09-29T23:01:34.361Z
3.64634,3.64634,,2171127202,2023-09-30T23:01:31.239Z
3.00365,3.00365,,2244431805,2023-10-01T23:01:19.936Z
3.38355,3.38355,,2151721639,2023-10-02T23:01:20.697Z
3.43562,3.43562,,2141487447,2023-10-03T23:01:16.129Z
3.20632,3.20632,,2144584986,2023-10-04T23:01:13.591Z
3.16679,3.16679,,2105473670,2023-10-05T23:01:24.165Z
3.03493,3.03493,,2145209686,2023-10-06T23:01:44.215Z
3.05818,3.05818,,2131712612,2023-10-07T23:01:31.321Z
3.07577,3.07577,,2129261125,2023-10-08T23:01:04.339Z
3.05763,3.05763,,2060785064,2023-10-09T23:01:21.272Z
2.95992,2.95992,,2046889721,2023-10-10T23:01:10.533Z
3.09893,3.09893,,2045272911,2023-10-11T23:01:56.649Z
3.14407,3.14407,,2008981491,2023-10-12T23:01:34.816Z
3.14039,3.14039,,2026004948,2023-10-13T23:01:02.926Z
3.05308,3.05308,,2037381328,2023-10-14T23:01:35.257Z
2.86569,2.86569,,2040681944,2023-10-15T23:01:23.448Z
3.273,3.273,,2079068202,2023-10-16T23:01:25.224Z
3.37211,3.37211,,2046642230,2023-10-17T23:01:32.038Z
3.02423,3.02423,,2052635004,2023-10-18T23:01:12.353Z
3.04563,3.04563,,2052606556,2023-10-19T23:01:21.638Z
3.20531,3.20531,,2111749884,2023-10-20T23:01:20.742Z
3.1286,3.1286,,2142295738,2023-10-21T23:01:12.864Z
3.13102,3.13102,,2168440362,2023-10-22T23:01:35.784Z
3.21314,3.21314,,2314773640,2023-10-23T23:01:23.355Z
4.10731,4.10731,,2351301063,2023-10-24T23:01:30.054Z
4.32868,4.32868,,2346974694,2023-10-25T23:01:05.158Z
4.20055,4.20055,,2357643933,2023-10-26T23:01:07.835Z
3.58417,3.58417,,2293590852,2023-10-27T23:01:14.810Z
3.1558,3.1558,,2299380261,2023-10-28T23:01:03.543Z
3.02034,3.02034,,2336814710,2023-10-29T23:01:09.067Z
3.2473,3.2473,,346628668,2023-10-30T23:01:13.908Z
3.32574,3.32574,,347595253,2023-10-31T23:01:05.134Z
3.34914,3.34914,,355408044,2023-11-01T23:01:02.446Z
3.42718,3.42718,,345516275,2023-11-02T23:01:23.048Z
3.40904,3.40904,,348306673,2023-11-03T23:01:21.008Z
9.75835,9.75835,,354729858,2023-11-04T23:01:05.467Z
3.29088,3.29088,,357357110,2023-11-05T23:01:05.108Z
3.56006,3.56006,,363334301,2023-11-06T23:01:17.196Z
3.53307,3.53307,,359397725,2023-11-07T23:01:21.965Z
3.53702,3.53702,,359913069,2023-11-08T23:01:05.977Z
3.58806,3.58806,,402581488,2023-11-09T23:01:15.518Z
3.70359,3.70359,,400706618,2023-11-10T23:01:04.442Z
3.5618,3.5618,,390197263,2023-11-11T23:01:10.644Z
3.34055,3.34055,,393086804,2023-11-12T23:01:31.580Z
3.5498,3.5498,,394583248,2023-11-13T23:01:51.654Z
3.65898,3.65898,,383627269,2023-11-14T23:01:23.136Z
4.15121,4.15121,,396139285,2023-11-15T23:01:17.095Z
3.73386,3.73386,,380277625,2023-11-16T23:01:07.080Z
3.49974,3.49974,,377517805,2023-11-17T23:01:03.660Z
3.29018,3.29018,,382156352,2023-11-18T18:01:06.131Z
